bus_code,hour,scen,powerConsumption
68,2,1,0.006
68,3,1,0.006
68,4,1,0.006
68,5,1,0.006
68,6,1,0.005999999397782917
68,7,1,0.006
68,8,1,0.005999999753706235
68,9,1,0.006
68,10,1,0.006
68,11,1,0.006
68,12,1,0.006
68,13,1,0.006
68,14,1,0.005999999333947792
68,15,1,0.005999999345675387
68,16,1,0.005999999617804931
68,17,1,0.005999999562854366
68,18,1,0.006
68,19,1,0.0059999995328662535
68,20,1,0.006
68,21,1,0.005999999107219364
68,22,1,0.005999999193025412
68,23,1,0.005999999814763832
68,24,1,0.006
69,1,1,0.0059999997408201645
69,2,1,0.00599999918079222
69,3,1,0.005999999513931445
69,4,1,0.006
69,5,1,0.006
69,6,1,0.0059999994539636815
69,7,1,0.006
69,8,1,0.006
69,9,1,0.00599999981711147
69,10,1,0.006
69,11,1,0.006
69,12,1,0.005999999487922708
69,13,1,0.005999999095481819
69,14,1,0.0059999999005217255
69,15,1,0.00599999965393555
69,16,1,0.006
69,17,1,0.0059999994198121215
69,18,1,0.0059999994764255715
69,19,1,0.006
69,20,1,0.006
69,21,1,0.006
69,22,1,0.0059999999825099855
69,23,1,0.005999999869971694
69,24,1,0.005999998999514578
70,1,1,0.00599999353115276
70,2,1,-0.07649998285494627
70,3,1,0.010839623467073897
70,4,1,0.05140535838518548
70,5,1,0.022275726237902235
70,6,1,0.02197925948446425
70,7,1,-0.07649983669582763
70,8,1,0.03045047189886403
70,9,1,-0.0053564618376213515
70,10,1,-0.006868681790438795
70,11,1,0.03266594930199
70,12,1,0.03284752902448401
70,13,1,-0.004722722520058669
70,14,1,0.02139080068512447
70,15,1,-0.005774977798251802
70,16,1,0.024176627021133386
70,17,1,0.023691303728140392
70,18,1,-0.0764999615416435
70,19,1,0.006000002280266446
70,20,1,0.02145710166642527
70,21,1,0.023206844831634415
70,22,1,-0.02666374077656446
70,23,1,0.020060825423215047
70,24,1,-0.008061050290353856
72,1,1,0.03
72,2,1,0.03
72,3,1,0.02999999671868464
72,4,1,0.02999999450094381
72,5,1,0.03
72,6,1,0.029999993759067492
72,7,1,0.029999992292449762
72,8,1,0.03
72,9,1,0.03
72,10,1,0.03
72,11,1,0.029999991160662147
72,12,1,0.03
72,13,1,0.03
72,14,1,0.02999999233514071
72,15,1,0.029999996603561105
72,16,1,0.03
72,17,1,0.03
72,18,1,0.029999990781050256
72,19,1,0.029999997769681194
72,20,1,0.03
72,21,1,0.029999998925380883
72,22,1,0.03
72,23,1,0.02999998808399927
72,24,1,0.0299999905090043
73,1,1,0.03
73,2,1,0.029999999725737678
73,3,1,0.029999999672587895
73,4,1,0.03
73,5,1,0.029999999906220307
73,6,1,0.03
73,7,1,0.029999999399798444
73,8,1,0.029999999687606624
73,9,1,0.03
73,10,1,0.029999999883938477
73,11,1,0.03
73,12,1,0.03
73,13,1,0.02999999929374643
73,14,1,0.02999999988805526
73,15,1,0.03
73,16,1,0.029999999785868717
73,17,1,0.03
73,18,1,0.03
73,19,1,0.029999999613604264
73,20,1,0.0299999995125336
73,21,1,0.03
73,22,1,0.03
73,23,1,0.03
73,24,1,0.03
74,1,1,0.029999999952335973
74,2,1,0.029999999719081287
74,3,1,0.029999999548738904
74,4,1,0.029999999884022983
74,5,1,0.03
74,6,1,0.029999999997593653
74,7,1,0.03
74,8,1,0.03
74,9,1,0.02999999940057808
74,10,1,0.03
74,11,1,0.029999999200138006
74,12,1,0.03
74,13,1,0.03
74,14,1,0.03
74,15,1,0.03
74,16,1,0.02999999968306312
74,17,1,0.03
74,18,1,0.029999999573693457
74,19,1,0.029999999800010363
74,20,1,0.03
74,21,1,0.03
74,22,1,0.03
74,23,1,0.03
74,24,1,0.029999999437974174
76,1,1,0.042
76,2,1,0.042
76,3,1,0.04199999667565041
76,4,1,0.04199999213209038
76,5,1,0.042
76,6,1,0.04199998380083653
76,7,1,0.04199998489952922
76,8,1,0.04199998676211089
76,9,1,0.042
76,10,1,0.042
76,11,1,0.04199999708430477
76,12,1,0.04199999721930073
76,13,1,0.04199997533242933
76,14,1,0.042
76,15,1,0.042
76,16,1,0.042
76,17,1,0.04199999825086251
76,18,1,0.04199999312459879
76,19,1,0.042
76,20,1,0.042
76,21,1,0.042
76,22,1,0.042
76,23,1,0.04199999517290337
76,24,1,0.042
77,1,1,0.012
77,2,1,0.011999998520640986
77,3,1,0.011999998135958898
77,4,1,0.012
77,5,1,0.011999992668220685
77,6,1,0.011999995624137118
77,7,1,0.011999986664093111
77,8,1,0.012
77,9,1,0.012
77,10,1,0.011999992985031543
77,11,1,0.0119999988270683
77,12,1,0.011999999699944086
77,13,1,0.012
77,14,1,0.01199999514358488
77,15,1,0.011999988625195884
77,16,1,0.012
77,17,1,0.012
77,18,1,0.012
77,19,1,0.012
77,20,1,0.012
77,21,1,0.012
77,22,1,0.012
77,23,1,0.012
77,24,1,0.011999995444935213
78,1,1,0.012
78,2,1,0.012
78,3,1,0.012
78,4,1,0.012
78,5,1,0.012
78,6,1,0.011999982062733144
78,7,1,0.012
78,8,1,0.012
78,9,1,0.012
78,10,1,0.01199998934575594
78,11,1,0.012
78,12,1,0.012
78,13,1,0.012
78,14,1,0.011999988369739714
78,15,1,0.012
78,16,1,0.011999996762365156
78,17,1,0.012
78,18,1,0.012
78,19,1,0.012
78,20,1,0.011999989796057306
78,21,1,0.011999982505730672
78,22,1,0.012
78,23,1,0.011999990793887853
78,24,1,0.011999990012425021
80,1,1,0.011999998963746785
80,2,1,0.011999997625689655
80,3,1,0.012
80,4,1,0.012
80,5,1,0.011999994702993313
80,6,1,0.011999996040247655
80,7,1,0.012
80,8,1,0.012
80,9,1,0.011999994459184902
80,10,1,0.012
80,11,1,0.011999994498964814
80,12,1,0.012
80,13,1,0.011999995353660947
80,14,1,0.011999998982637788
80,15,1,0.012
80,16,1,0.011999996029848428
80,17,1,0.012
80,18,1,0.012
80,19,1,0.012
80,20,1,0.012
80,21,1,0.012
80,22,1,0.01199999767192865
80,23,1,0.012
80,24,1,0.011999992140605549
81,1,1,0.012
81,2,1,0.011999997427630422
81,3,1,0.011999991385906045
81,4,1,0.011999992256154817
81,5,1,0.012
81,6,1,0.011999997019613254
81,7,1,0.011999998195058943
81,8,1,0.01199999849609686
81,9,1,0.011999996088029825
81,10,1,0.012
81,11,1,0.011999997462370335
81,12,1,0.011999996844876848
81,13,1,0.012
81,14,1,0.011999995693873756
81,15,1,0.011999999155567487
81,16,1,0.012
81,17,1,0.011999995585367816
81,18,1,0.011999986297476978
81,19,1,0.01199999748239712
81,20,1,0.012
81,21,1,0.012
81,22,1,0.011999999931423384
81,23,1,0.011999998304098702
81,24,1,0.012
82,1,1,0.011999990098932538
82,2,1,0.012
82,3,1,0.011999991514950167
82,4,1,0.012
82,5,1,0.011999998509625291
82,6,1,0.012
82,7,1,0.012
82,8,1,0.012
82,9,1,0.011999996611044457
82,10,1,0.011999999961466702
82,11,1,0.01199999593374678
82,12,1,0.011999999019120168
82,13,1,0.01199999293070806
82,14,1,0.011999997678057699
82,15,1,0.012
82,16,1,0.012
82,17,1,0.012
82,18,1,0.012
82,19,1,0.011999997803518049
82,20,1,0.011999990543567908
82,21,1,0.011999998911258143
82,22,1,0.012
82,23,1,0.01199999004800456
82,24,1,0.012
84,1,1,0.012
84,2,1,0.012
84,3,1,0.011999999671132244
84,4,1,0.012
84,5,1,0.012
84,6,1,0.012
84,7,1,0.012
84,8,1,0.012
84,9,1,0.012
84,10,1,0.012
84,11,1,0.012
84,12,1,0.011999998847273876
84,13,1,0.012
84,14,1,0.012
84,15,1,0.012
84,16,1,0.011999999425597836
84,17,1,0.011999999728877699
84,18,1,0.011999999988032844
84,19,1,0.012
84,20,1,0.011999999570502337
84,21,1,0.011999999474257499
84,22,1,0.012
84,23,1,0.011999999751555898
84,24,1,0.012
86,1,1,0.012
86,2,1,0.012
86,3,1,0.01199999543404362
86,4,1,0.012
86,5,1,0.011999985994570195
86,6,1,0.011999996881754682
86,7,1,0.011999995747812298
86,8,1,0.012
86,9,1,0.012
86,10,1,0.012
86,11,1,0.01199999739124169
86,12,1,0.011999990367506652
86,13,1,0.012
86,14,1,0.011999995228940796
86,15,1,0.012
86,16,1,0.011999996339838392
86,17,1,0.012
86,18,1,0.01199998681288128
86,19,1,0.012
86,20,1,0.012
86,21,1,0.01199999867771645
86,22,1,0.012
86,23,1,0.011999994228944016
86,24,1,0.012
87,1,1,0.011999997822808667
87,2,1,0.01199999614431757
87,3,1,0.012
87,4,1,0.011999999368166758
87,5,1,0.011999997361679615
87,6,1,0.012
87,7,1,0.012
87,8,1,0.011999998377259735
87,9,1,0.011999997448800315
87,10,1,0.012
87,11,1,0.011999989790764998
87,12,1,0.012
87,13,1,0.011999997612887225
87,14,1,0.012
87,15,1,0.011999981993599473
87,16,1,0.012
87,17,1,0.011999988306473808
87,18,1,0.012
87,19,1,0.011999998146190849
87,20,1,0.012
87,21,1,0.012
87,22,1,0.01199998684701864
87,23,1,0.012
87,24,1,0.0119999926704083
89,1,1,0.011999997527884831
89,2,1,0.01199999864650414
89,3,1,0.011999994589166896
89,4,1,0.012
89,5,1,0.012
89,6,1,0.012
89,7,1,0.011999999753164459
89,8,1,0.011999999699974895
89,9,1,0.012
89,10,1,0.011999989850676851
89,11,1,0.012
89,12,1,0.011999994069234188
89,13,1,0.011999988557594321
89,14,1,0.012
89,15,1,0.012
89,16,1,0.012
89,17,1,0.012
89,18,1,0.012
89,19,1,0.011999990813236772
89,20,1,0.012
89,21,1,0.011999993599354497
89,22,1,0.012
89,23,1,0.01199999391938572
89,24,1,0.012
91,1,1,0.03
91,2,1,0.029999997953764068
91,3,1,0.03
91,4,1,0.029999998451153087
91,5,1,0.029999993811790693
91,6,1,0.03
91,7,1,0.03
91,8,1,0.03
91,9,1,0.029999978872707833
91,10,1,0.03
91,11,1,0.03
91,12,1,0.03
91,13,1,0.029999995248268796
91,14,1,0.02999999484345056
91,15,1,0.029999998393812732
91,16,1,0.03
91,17,1,0.03
91,18,1,0.03
91,19,1,0.03
91,20,1,0.03
91,21,1,0.03
91,22,1,0.029999991497551615
91,23,1,0.029999992143589505
91,24,1,0.029999997746899987
93,1,1,0.02999999641894885
93,2,1,0.03
93,3,1,0.03
93,4,1,0.029999994165534005
93,5,1,0.02999999188636082
93,6,1,0.03
93,7,1,0.03
93,8,1,0.03
93,9,1,0.03
93,10,1,0.029999994827959675
93,11,1,0.029999992428528188
93,12,1,0.03
93,13,1,0.029999993493785904
93,14,1,0.03
93,15,1,0.029999999874090633
93,16,1,0.03
93,17,1,0.03
93,18,1,0.03
93,19,1,0.03
93,20,1,0.029999999643871567
93,21,1,0.03
93,22,1,0.03
93,23,1,0.02999999700583772
93,24,1,0.03
95,1,1,0.14999999995407476
95,2,1,0.14999999995352412
95,3,1,0.14999999995375612
95,4,1,0.14999999995406682
95,5,1,0.14999999995377236
95,6,1,0.14999999995374358
95,7,1,0.14999999995353494
95,8,1,0.1499999999538193
95,9,1,0.14999999995361932
95,10,1,0.1499999999536138
95,11,1,0.14999999995372995
95,12,1,0.1499999999537179
95,13,1,0.14999999995354185
95,14,1,0.14999999995371877
95,15,1,0.14999999995362137
95,16,1,0.14999999995380556
95,17,1,0.14999999995379837
95,18,1,0.14999999995354613
95,19,1,0.1499999999537049
95,20,1,0.14999999995395744
95,21,1,0.14999999995399743
95,22,1,0.14999999995381472
95,23,1,0.1499999999539712
95,24,1,0.14999999995378405
97,1,1,0.04199999995378455
97,2,1,0.0419999999521374
97,3,1,0.04199999995314222
97,4,1,0.04199999995439034
97,5,1,0.041999999954507566
97,6,1,0.04199999995307877
97,7,1,0.041999999952126485
97,8,1,0.04199999995319525
97,9,1,0.041999999952688126
97,10,1,0.04199999995269874
97,11,1,0.04199999995119499
97,12,1,0.04199999995118552
97,13,1,0.041999999950256925
97,14,1,0.04199999995112934
97,15,1,0.041999999952703614
97,16,1,0.04199999995310825
97,17,1,0.041999999953121266
97,18,1,0.04199999995203552
97,19,1,0.04199999995305635
97,20,1,0.041999999954521125
97,21,1,0.041999999954352565
97,22,1,0.041999999953183084
97,23,1,0.041999999953710836
97,24,1,0.04199999995325088
98,1,1,0.042
98,2,1,0.042
98,3,1,0.041999995194136
98,4,1,0.04199999686190542
98,5,1,0.042
98,6,1,0.042
98,7,1,0.042
98,8,1,0.042
98,9,1,0.042
98,10,1,0.042
98,11,1,0.041999990446407065
98,12,1,0.041999996029562114
98,13,1,0.04199999588410985
98,14,1,0.042
98,15,1,0.042
98,16,1,0.04199999720691061
98,17,1,0.04199999151177669
98,18,1,0.04199999076509442
98,19,1,0.041999994097828564
98,20,1,0.04199999752827921
98,21,1,0.042
98,22,1,0.041999993930372403
98,23,1,0.04199999994196041
98,24,1,0.042
99,1,1,0.042
99,2,1,0.04199999698790158
99,3,1,0.042
99,4,1,0.041999992932007846
99,5,1,0.042
99,6,1,0.042
99,7,1,0.04199999671190657
99,8,1,0.042
99,9,1,0.042
99,10,1,0.042
99,11,1,0.04199999363240825
99,12,1,0.042
99,13,1,0.042
99,14,1,0.04199999493874629
99,15,1,0.042
99,16,1,0.042
99,17,1,0.04199999851834357
99,18,1,0.04199999694703438
99,19,1,0.04199999998574988
99,20,1,0.042
99,21,1,0.042
99,22,1,0.042
99,23,1,0.042
99,24,1,0.04199999690714018
100,1,1,0.04199999510994118
100,2,1,0.042
100,3,1,0.04199999388473663
100,4,1,0.04199999446293018
100,5,1,0.042
100,6,1,0.04199999278765215
100,7,1,0.041999995158341186
100,8,1,0.041999998199264255
100,9,1,0.041999994743430635
100,10,1,0.042
100,11,1,0.042
100,12,1,0.042
100,13,1,0.041999999932147425
100,14,1,0.042
100,15,1,0.04199999717861336
100,16,1,0.04199999968308654
100,17,1,0.042
100,18,1,0.04199999153734135
100,19,1,0.04199999634313445
100,20,1,0.042
100,21,1,0.04199999164994589
100,22,1,0.0419999964959652
100,23,1,0.042
100,24,1,0.041999997164296754
101,1,1,0.045
101,2,1,0.045
101,3,1,0.04499999325516094
101,4,1,0.045
101,5,1,0.04499999831827656
101,6,1,0.045
101,7,1,0.045
101,8,1,0.044999997046852
101,9,1,0.04499998749214006
101,10,1,0.045
101,11,1,0.045
101,12,1,0.04499999279567404
101,13,1,0.04499999228945197
101,14,1,0.045
101,15,1,0.04499999524777299
101,16,1,0.04499999934343882
101,17,1,0.045
101,18,1,0.04499999199025466
101,19,1,0.044999992674266326
101,20,1,0.045
101,21,1,0.044999999779420846
101,22,1,0.044999999380320316
101,23,1,0.045
101,24,1,0.045
102,1,1,0.006
102,2,1,0.006
102,3,1,0.005999999860829282
102,4,1,0.005999999489365929
102,5,1,0.005999999959286502
102,6,1,0.005999999728741644
102,7,1,0.005999999838851121
102,8,1,0.006
102,9,1,0.006
102,10,1,0.005999999416379907
102,11,1,0.006
102,12,1,0.005999999263357042
102,13,1,0.006
102,14,1,0.006
102,15,1,0.005999999911103586
102,16,1,0.006
102,17,1,0.005999999734048574
102,18,1,0.006
102,19,1,0.006
102,20,1,0.00599999976801362
102,21,1,0.005999999676813606
102,22,1,0.005999999898710993
102,23,1,0.005999999798457469
102,24,1,0.005999999694543125
103,1,1,0.005999999263944155
103,2,1,0.005999999550839191
103,3,1,0.005999999423892354
103,4,1,0.005999999736226027
103,5,1,0.006
103,6,1,0.006
103,7,1,0.006
103,8,1,0.005999999982179302
103,9,1,0.006
103,10,1,0.005999999753275939
103,11,1,0.006
103,12,1,0.005999999715896857
103,13,1,0.005999999661583252
103,14,1,0.006
103,15,1,0.00599999986714736
103,16,1,0.0059999996987475795
103,17,1,0.00599999980049641
103,18,1,0.0059999999610712024
103,19,1,0.006
103,20,1,0.005999999998373359
103,21,1,0.006
103,22,1,0.006
103,23,1,0.006
103,24,1,0.006
105,1,1,-0.1253999969063612
105,2,1,0.006000002233119923
105,3,1,0.13740001004235333
105,4,1,-0.1254000033513696
105,5,1,0.07390917243720456
105,6,1,0.06949082204292509
105,7,1,-0.1253999879775955
105,8,1,0.13739998986995303
105,9,1,-0.04773314489245291
105,10,1,-0.07166684228165157
105,11,1,0.07319339017223521
105,12,1,0.07020656935301707
105,13,1,-0.12539995936213483
105,14,1,0.13739996522409706
105,15,1,-0.1253999590512178
105,16,1,0.07258777487337893
105,17,1,0.07081220499604048
105,18,1,-0.125399977854426
105,19,1,0.1374000069088699
105,20,1,-0.06349840608035355
105,21,1,-0.05590160341480092
105,22,1,0.13740000747824646
105,23,1,-0.12539998590984755
105,24,1,0.00600000565254687
106,1,1,0.006
106,2,1,0.006
106,3,1,0.005999999979560338
106,4,1,0.005999999686510444
106,5,1,0.006
106,6,1,0.005999999257795613
106,7,1,0.005999999823542806
106,8,1,0.006
106,9,1,0.005999999946725722
106,10,1,0.005999999844700941
106,11,1,0.006
106,12,1,0.005999999787050689
106,13,1,0.005999999828029807
106,14,1,0.0059999998784131545
106,15,1,0.006
106,16,1,0.006
106,17,1,0.005999999431554366
106,18,1,0.005999999812718264
106,19,1,0.006
106,20,1,0.006
106,21,1,0.0059999999071601645
106,22,1,0.005999999549145168
106,23,1,0.005999999809135921
106,24,1,0.006
108,1,1,0.04499999764673458
108,2,1,0.045
108,3,1,0.044999995837323024
108,4,1,0.045
108,5,1,0.045
108,6,1,0.045
108,7,1,0.04499999913527575
108,8,1,0.045
108,9,1,0.04499999718222353
108,10,1,0.04499999815772354
108,11,1,0.045
108,12,1,0.044999989388613444
108,13,1,0.04499999649179698
108,14,1,0.045
108,15,1,0.04499999410391503
108,16,1,0.04499998579440399
108,17,1,0.045
108,18,1,0.04499999834109791
108,19,1,0.04499999717492935
108,20,1,0.045
108,21,1,0.044999999518000044
108,22,1,0.04499999332700038
108,23,1,0.045
108,24,1,0.045
109,1,1,0.005999999768806552
109,2,1,0.005999999426195224
109,3,1,0.0059999994654085925
109,4,1,0.0059999996914546355
109,5,1,0.006
109,6,1,0.006
109,7,1,0.005999999672822269
109,8,1,0.006
109,9,1,0.00599999991007753
109,10,1,0.006
109,11,1,0.006
109,12,1,0.006
109,13,1,0.00599999991068797
109,14,1,0.005999999728327672
109,15,1,0.005999999742777987
109,16,1,0.006
109,17,1,0.006
109,18,1,0.005999999691747335
109,19,1,0.00599999920600958
109,20,1,0.006
109,21,1,0.006
109,22,1,0.005999999953182563
109,23,1,0.0059999999333847295
109,24,1,0.006
110,1,1,0.006
110,2,1,0.005999999783022292
110,3,1,0.00599999983275476
110,4,1,0.006
110,5,1,0.005999999604718809
110,6,1,0.006
110,7,1,0.006
110,8,1,0.005999998952766893
110,9,1,0.006
110,10,1,0.005999999557823075
110,11,1,0.0059999998463723895
110,12,1,0.006
110,13,1,0.005999999434783467
110,14,1,0.006
110,15,1,0.006
110,16,1,0.006
110,17,1,0.006
110,18,1,0.006
110,19,1,0.006
110,20,1,0.006
110,21,1,0.006
110,22,1,0.006
110,23,1,0.005999999970356482
110,24,1,0.006
112,1,1,0.006
112,2,1,0.006
112,3,1,0.006
112,4,1,0.006
112,5,1,0.006
112,6,1,0.006
112,7,1,0.006
112,8,1,0.005999999885162685
112,9,1,0.005999999579442403
112,10,1,0.005999999980303584
112,11,1,0.005999999615799799
112,12,1,0.006
112,13,1,0.006
112,14,1,0.005999999662384729
112,15,1,0.006
112,16,1,0.005999999969631454
112,17,1,0.006
112,18,1,0.006
112,19,1,0.00599999963404714
112,20,1,0.005999999615142096
112,21,1,0.005999999877995758
112,22,1,0.005999999965987719
112,23,1,0.005999999533050686
112,24,1,0.006
113,1,1,0.005999999630216399
113,2,1,0.006
113,3,1,0.006
113,4,1,0.005999999676054982
113,5,1,0.006
113,6,1,0.006
113,7,1,0.006
113,8,1,0.006
113,9,1,0.005999999621279201
113,10,1,0.005999999773778859
113,11,1,0.005999998902552581
113,12,1,0.0059999993483715215
113,13,1,0.005999999589967119
113,14,1,0.00599999981535735
113,15,1,0.006
113,16,1,0.006
113,17,1,0.0059999997697441285
113,18,1,0.005999998885500724
113,19,1,0.006
113,20,1,0.006
113,21,1,0.006
113,22,1,0.005999999666546373
113,23,1,0.006
113,24,1,0.006
135,1,1,0.04199999995054357
135,2,1,0.04199999995225643
135,3,1,0.04199999995020239
135,4,1,0.04199999995091489
135,5,1,0.04199999995062656
135,6,1,0.04199999995026857
135,7,1,0.04199999995227684
135,8,1,0.04199999995012854
135,9,1,0.041999999952555864
135,10,1,0.04199999995261707
135,11,1,0.04199999995057715
135,12,1,0.04199999995060184
135,13,1,0.04199999995256725
135,14,1,0.041999999950591886
135,15,1,0.04199999995249828
135,16,1,0.04199999995041269
135,17,1,0.04199999995026033
135,18,1,0.041999999952186895
135,19,1,0.04199999995049456
135,20,1,0.041999999951216276
135,21,1,0.04199999995133171
135,22,1,0.0419999999508432
135,23,1,0.041999999951159765
135,24,1,0.04199999995053477
152,1,1,0.041999997995221854
152,2,1,0.041999997991908046
152,3,1,0.04199999799622647
152,4,1,0.0419999979952778
152,5,1,0.041999997995472826
152,6,1,0.041999998010534605
152,7,1,0.04199999851889197
152,8,1,0.041999999939034596
152,9,1,0.041999999961051186
152,10,1,0.04199999993897227
152,11,1,0.041999999940249735
152,12,1,0.041999999940248084
152,13,1,0.04199999994040138
152,14,1,0.041999999940232395
152,15,1,0.04199999993809842
152,16,1,0.041999999939463815
152,17,1,0.04199999994053159
152,18,1,0.04199999808437205
152,19,1,0.04199999799488577
152,20,1,0.04199999799366612
152,21,1,0.04199999799473246
152,22,1,0.04199999799659358
152,23,1,0.04199999799361496
152,24,1,0.0419999979992556
197,1,1,0.04199999995148689
197,2,1,0.04199999995138963
197,3,1,0.04199999995264507
197,4,1,0.041999999951464646
197,5,1,0.04199999995250316
197,6,1,0.041999999952199794
197,7,1,0.04199999995139034
197,8,1,0.041999999952842294
197,9,1,0.041999999952227904
197,10,1,0.04199999995225673
197,11,1,0.04199999995260228
197,12,1,0.041999999952601834
197,13,1,0.041999999952013534
197,14,1,0.041999999952557376
197,15,1,0.041999999952276344
197,16,1,0.04199999995269873
197,17,1,0.041999999952647936
197,18,1,0.04199999995123325
197,19,1,0.04199999995262309
197,20,1,0.04199999995117886
197,21,1,0.04199999995113585
197,22,1,0.04199999995275237
197,23,1,0.041999999950901215
197,24,1,0.04199999995276751
9,1,1,0.05399999955872557
9,2,1,0.053999999943423374
9,3,1,0.05399999923033638
9,4,1,0.053999999980391254
9,5,1,0.054
9,6,1,0.05399999976268949
9,7,1,0.053999999003511656
9,8,1,0.05399999994128891
9,9,1,0.05399999904393615
9,10,1,0.054
9,11,1,0.054
9,12,1,0.05399999984916035
9,13,1,0.054
9,14,1,0.05399999982883329
9,15,1,0.05399999979603478
9,16,1,0.054
9,17,1,0.054
9,18,1,0.05399999978204876
9,19,1,0.05399999982477577
9,20,1,0.054
9,21,1,0.053999999597699036
9,22,1,0.05399999965548072
9,23,1,0.05399999947094835
9,24,1,0.05399999937902938
149,1,1,-4.396737633073222e-11
149,2,1,-4.397493734891437e-11
149,3,1,-4.3969552112466505e-11
149,4,1,-4.396927603917545e-11
149,5,1,-4.3969664606392146e-11
149,6,1,-4.396898732296916e-11
149,7,1,-4.397720902571978e-11
149,8,1,-4.396823861427645e-11
149,9,1,-4.3967382660013995e-11
149,10,1,-4.396714495122297e-11
149,11,1,-4.396793659572562e-11
149,12,1,-4.3967954031736606e-11
149,13,1,-4.3967789223030616e-11
149,14,1,-4.396793188347015e-11
149,15,1,-4.396721607181724e-11
149,16,1,-4.396762175385683e-11
149,17,1,-4.396826527934612e-11
149,18,1,-4.39738919928912e-11
149,19,1,-4.3969053535803573e-11
149,20,1,-4.396899154179836e-11
149,21,1,-4.3968359099271225e-11
149,22,1,-4.396819810828666e-11
149,23,1,-4.39675859995255e-11
149,24,1,-4.3971782556194853e-11
160,1,1,0.04199999882908813
160,2,1,0.04199999883389216
160,3,1,0.041999998833228865
160,4,1,0.04199999882926396
160,5,1,0.041999998836665234
160,6,1,0.04199999884656501
160,7,1,0.04199999914556543
160,8,1,0.04199999995171227
160,9,1,0.041999999927597245
160,10,1,0.0419999999364268
160,11,1,0.04199999995351041
160,12,1,0.04199999995349575
160,13,1,0.04199999995354626
160,14,1,0.04199999995351252
160,15,1,0.041999999926656824
160,16,1,0.04199999995299534
160,17,1,0.04199999995348829
160,18,1,0.0419999988926331
160,19,1,0.04199999883609925
160,20,1,0.04199999883393735
160,21,1,0.04199999883035908
160,22,1,0.04199999883152773
160,23,1,0.041999998833790096
160,24,1,0.041999998836668564
151,1,1,0.04499999995049588
151,2,1,0.044999999947614555
151,3,1,0.04499999995137478
151,4,1,0.04499999995044828
151,5,1,0.04499999995139709
151,6,1,0.04499999995113084
151,7,1,0.0449999999516091
151,8,1,0.04499999995186361
151,9,1,0.044999999952231584
151,10,1,0.04499999995217359
151,11,1,0.044999999951924545
151,12,1,0.04499999995197573
151,13,1,0.04499999995206219
151,14,1,0.04499999995220374
151,15,1,0.04499999995236541
151,16,1,0.044999999951462734
151,17,1,0.04499999995165097
151,18,1,0.044999999949831164
151,19,1,0.04499999995146396
151,20,1,0.044999999949781995
151,21,1,0.044999999950310315
151,22,1,0.044999999951518085
151,23,1,0.04499999995048815
151,24,1,0.0449999999514313
150,1,1,-6.231376151689295e-11
150,2,1,-6.236165235095242e-11
150,3,1,-6.232607622523317e-11
150,4,1,-6.232090863611632e-11
150,5,1,-6.232600942298757e-11
150,6,1,-6.232086651371735e-11
150,7,1,-6.237609677667523e-11
150,8,1,-6.231939132136365e-11
150,9,1,-6.231650802512644e-11
150,10,1,-6.231465774909636e-11
150,11,1,-6.231825120668086e-11
150,12,1,-6.231842620317487e-11
150,13,1,-6.231712742403655e-11
150,14,1,-6.23165539026438e-11
150,15,1,-6.231450469671818e-11
150,16,1,-6.231534028610321e-11
150,17,1,-6.23203240002898e-11
150,18,1,-6.235801392280592e-11
150,19,1,-6.232204189241817e-11
150,20,1,-6.232294581575774e-11
150,21,1,-6.231625725960937e-11
150,22,1,-6.232006034971036e-11
150,23,1,-6.231256565504512e-11
150,24,1,-6.232218454637145e-11
2,1,1,0.0659999999657929
2,2,1,0.066
2,3,1,0.066
2,4,1,0.066
2,5,1,0.066
2,6,1,0.066
2,7,1,0.066
2,8,1,0.06599999987642374
2,9,1,0.06599999999213038
2,10,1,0.066
2,11,1,0.066
2,12,1,0.066
2,13,1,0.066
2,14,1,0.066
2,15,1,0.066
2,16,1,0.066
2,17,1,0.06599999997781347
2,18,1,0.066
2,19,1,0.066
2,20,1,0.066
2,21,1,0.0659999997008848
2,22,1,0.066
2,23,1,0.066
2,24,1,0.066
4,1,1,-6.302287130472979e-11
4,2,1,-5.7854623548859926e-11
4,3,1,0.0
4,4,1,0.0
4,5,1,-5.470598403972304e-11
4,6,1,0.0
4,7,1,0.0
4,8,1,0.0
4,9,1,-2.954468964502582e-11
4,10,1,-5.024060792127031e-11
4,11,1,0.0
4,12,1,-3.32685979962777e-10
4,13,1,-9.152770752518213e-11
4,14,1,-2.915955921718958e-10
4,15,1,-2.9267027865032154e-10
4,16,1,-4.225098504154083e-11
4,17,1,-3.048772043760347e-10
4,18,1,0.0
4,19,1,0.0
4,20,1,-7.712122060288004e-11
4,21,1,-3.573809584794576e-11
4,22,1,-5.351438996100538e-11
4,23,1,-2.961361614449085e-10
4,24,1,-3.3864413614198104e-11
6,1,1,0.04199999998430888
6,2,1,0.04199999966311223
6,3,1,0.042
6,4,1,0.042
6,5,1,0.041999999644067386
6,6,1,0.0419999998617866
6,7,1,0.042
6,8,1,0.04199999991697645
6,9,1,0.04199999976911957
6,10,1,0.04199999979688344
6,11,1,0.042
6,12,1,0.042
6,13,1,0.04199999983184328
6,14,1,0.042
6,15,1,0.042
6,16,1,0.04199999994753681
6,17,1,0.04199999998337863
6,18,1,0.04199999988518395
6,19,1,0.0419999998239219
