circuit_code,hour,scen,flow
1,22,7,0.06611087897090066
1,22,8,0.06744132085578358
1,22,9,0.06611087900043541
1,22,10,0.06611087910488128
1,23,1,0.06611087913651216
1,23,2,0.06611087907937457
1,23,3,0.06611087907161317
1,23,4,0.06611087903385159
1,23,5,0.0661108790203536
1,23,6,0.0661108790652298
1,23,7,0.06611087908926849
1,23,8,0.06868805095897997
1,23,9,0.06611087902097668
1,23,10,0.06611087898291446
1,24,1,0.0661108790425771
1,24,2,0.06611087902043118
1,24,3,0.0661108790483681
1,24,4,0.06611087903354157
1,24,5,0.06611087904398892
1,24,6,0.06611087902462483
1,24,7,0.06611087906196016
1,24,8,0.06768141130118382
1,24,9,0.06611087903764513
1,24,10,0.06611087901711445
2,1,1,0.08770299298008745
2,1,2,0.08867781850381393
2,1,3,0.08770299295804247
2,1,4,0.08770299297273479
2,1,5,0.08770299295569003
2,1,6,0.08770299300849677
2,1,7,0.08770299298790607
2,1,8,0.09830134430372656
2,1,9,0.08770299294939507
2,1,10,0.08770299297792161
2,2,1,0.08770299314869438
2,2,2,0.08770299298324799
2,2,3,0.08770299297483843
2,2,4,0.08770299296086621
2,2,5,0.08770299298548984
2,2,6,0.08770299297870128
2,2,7,0.08770299317428452
2,2,8,0.08770299306660383
2,2,9,0.08770299317989973
2,2,10,0.08770299315393142
2,3,1,0.08770299307740875
2,3,2,0.08770299302540752
2,3,3,0.08770299298524177
2,3,4,0.08770299306502155
2,3,5,0.08770299303440535
2,3,6,0.08770299295629182
2,3,7,0.08770299302696756
2,3,8,0.08770299300255914
2,3,9,0.08770299305361917
2,3,10,0.08770299304977205
2,4,1,0.0877029930372601
2,4,2,0.08770299311482826
2,4,3,0.08770299305536272
2,4,4,0.0877029930959982
2,4,5,0.08770299309149054
2,4,6,0.08770299304502766
2,4,7,0.0877029929747891
2,4,8,0.08770299295077955
2,4,9,0.08770299304893434
2,4,10,0.08770299295714465
2,5,1,0.08770299329699816
2,5,2,0.08770299309220948
2,5,3,0.08770299298030201
2,5,4,0.08770299295528342
2,5,5,0.0877029929724623
2,5,6,0.0877029933082796
2,5,7,0.08770299296744226
2,5,8,0.0877029928302763
2,5,9,0.08770299335679438
2,5,10,0.08770299285390817
2,6,1,0.08770299295227825
2,6,2,0.08770301482466786
2,6,3,0.08770299296091376
2,6,4,0.087702992940319
2,6,5,0.08770299294453242
2,6,6,0.08770299295535985
2,6,7,0.08770299293952073
2,6,8,0.08770299293725248
2,6,9,0.08770299294074026
2,6,10,0.08773114571271115
2,7,1,0.08770299297084126
2,7,2,0.08898608169175452
2,7,3,0.08770299294181332
2,7,4,0.0877029929376777
2,7,5,0.08770299299645969
2,7,6,0.08770299297007993
2,7,7,0.08803361050080134
2,7,8,0.08770299280918972
2,7,9,0.08770299292626563
2,7,10,0.08948176500730128
2,8,1,0.08770299294324804
2,8,2,0.08842072201776954
2,8,3,0.08770299293768558
2,8,4,0.0877029929405202
2,8,5,0.08770299294101448
2,8,6,0.08770299293524815
2,8,7,0.0877029946017838
2,8,8,0.19898594086183868
2,8,9,0.08770299294395784
2,8,10,0.08770299280074065
2,9,1,0.08770299296660657
2,9,2,0.09411213665695246
2,9,3,0.08770299295847467
2,9,4,0.08770299297683733
2,9,5,0.09006771245565835
2,9,6,0.08770299302949998
2,9,7,0.08770299299679202
2,9,8,0.08770299285012748
2,9,9,0.08770299309423961
2,9,10,0.08770299298551656
2,10,1,0.08770299303869886
2,10,2,0.08770299300213757
2,10,3,0.08770299304081577
2,10,4,0.08770299304716724
2,10,5,0.08770299300779826
2,10,6,0.0877029930006959
2,10,7,0.08770299304565916
2,10,8,0.08770299410190473
2,10,9,0.08770299303730668
2,10,10,0.08770299298713252
2,11,1,0.08770299307336997
2,11,2,0.08770299303456493
2,11,3,0.08770299304564247
2,11,4,0.08770299305775422
2,11,5,0.08770299306636492
2,11,6,0.08770299305077789
2,11,7,0.08770299307073379
2,11,8,0.08770299319061563
2,11,9,0.08770299306232787
2,11,10,0.0877029930635855
2,12,1,0.08770299307651243
2,12,2,0.08770299305785235
2,12,3,0.08770299306507133
2,12,4,0.08770299306693988
2,12,5,0.08770299303205774
2,12,6,0.08770299303908782
2,12,7,0.08770299307258267
2,12,8,0.08770299310181957
2,12,9,0.0877029930673413
2,12,10,0.08770299305775273
2,13,1,0.0877029930732556
2,13,2,0.08770299311488827
2,13,3,0.08770299308539382
2,13,4,0.08770299306041619
2,13,5,0.0877029930711377
2,13,6,0.08770299305879002
2,13,7,0.08770299305317283
2,13,8,0.08770299307844605
2,13,9,0.08770299303610841
2,13,10,0.08770299305233802
2,14,1,0.08770299305818882
2,14,2,0.08770299304397305
2,14,3,0.08770299304654974
2,14,4,0.08770299306981928
2,14,5,0.08770299305146809
2,14,6,0.08770299305093947
2,14,7,0.08770299303156992
2,14,8,0.08770299312508904
2,14,9,0.08770299306169192
2,14,10,0.08770299307159868
2,15,1,0.08770299304760416
2,15,2,0.08770299302282106
2,15,3,0.08770299307412638
2,15,4,0.08770299305143187
2,15,5,0.08770299300706216
2,15,6,0.08770299302438389
2,15,7,0.0877029930192524
2,15,8,0.08770299387381084
2,15,9,0.08770299305807457
2,15,10,0.08770299302289405
2,16,1,0.08770299298381364
2,16,2,0.08770299299000871
2,16,3,0.08770299478189501
2,16,4,0.08770299472037506
2,16,5,0.08770299298492075
2,16,6,0.08770299297253469
2,16,7,0.0877029929797069
2,16,8,0.08770299283173089
2,16,9,0.08770299297251695
2,16,10,0.08770299302271933
2,17,1,0.08770299290901967
2,17,2,0.08858751918964415
2,17,3,0.08770299315877182
2,17,4,0.08770299314266286
2,17,5,0.08770299290591854
2,17,6,0.08770299292450853
2,17,7,0.0899593101653102
2,17,8,0.09343266629570024
2,17,9,0.08770299290336606
2,17,10,0.08770299280386852
2,18,1,0.08783326968044243
2,18,2,0.08770299343512375
2,18,3,0.08786119086028253
2,18,4,0.08785930234666756
2,18,5,0.08770299281653875
2,18,6,0.08770299281299958
2,18,7,0.08770299275702474
2,18,8,0.09180768837201599
2,18,9,0.08770299281249368
2,18,10,0.08779560138189722
2,19,1,0.08770299294202323
2,19,2,0.08770299294406748
2,19,3,0.19584053521433542
2,19,4,0.0877029929061868
2,19,5,0.08770299295427614
2,19,6,0.08770299269988517
2,19,7,0.08770299295931462
2,19,8,0.09096843578326919
2,19,9,0.08770299300200232
2,19,10,0.08770299293017068
2,20,1,0.08770299294352396
2,20,2,0.08770299299544466
2,20,3,0.0877029929986802
2,20,4,0.08770299292072525
2,20,5,0.08770299302557331
2,20,6,0.08770299303510225
2,20,7,0.08770299305276234
2,20,8,0.0877029930352519
2,20,9,0.08770299292534253
2,20,10,0.08770299284933375
2,21,1,0.08770299279670303
2,21,2,0.0932548302272647
2,21,3,0.08770299279463359
2,21,4,0.08770299277896491
2,21,5,0.08770299297491764
2,21,6,0.09326357684988155
2,21,7,0.09325246138568667
2,21,8,0.09324943980311057
2,21,9,0.09311571070428783
2,21,10,0.08807758131454071
2,22,1,0.08770299340029648
2,22,2,0.08885225368309854
2,22,3,0.08770299284619557
2,22,4,0.08770299283516854
2,22,5,0.08770299349840378
2,22,6,0.08770299338208778
2,22,7,0.08770299275967404
2,22,8,0.0957916011302875
2,22,9,0.08770299284613303
2,22,10,0.08770299335251827
2,23,1,0.08770299331807689
2,23,2,0.08770299318569158
2,23,3,0.08770299296973103
2,23,4,0.08770299289082928
2,23,5,0.08770299290163289
2,23,6,0.0877029933323249
2,23,7,0.08770299318454304
2,23,8,0.0968911822028162
2,23,9,0.08770299287483438
2,23,10,0.08770299279126575
2,24,1,0.08770299296193822
2,24,2,0.08770299292670958
2,24,3,0.08770299298877032
2,24,4,0.08770299299257855
2,24,5,0.08770299298619363
2,24,6,0.08770299294180059
2,24,7,0.08770299299273257
2,24,8,0.09698267522399809
2,24,9,0.08770299298853695
2,24,10,0.08770299286214751
3,1,1,0.3051861274579618
3,1,2,0.3034757777058099
3,1,3,0.3051861274284398
3,1,4,0.30518612754643787
3,1,5,0.3051861275997641
3,1,6,0.3051861270713959
3,1,7,0.30518612759125846
3,1,8,0.28709928558945413
3,1,9,0.30518612772454473
3,1,10,0.3051861275232586
3,2,1,0.3051861243523457
3,2,2,0.305186127598979
3,2,3,0.3051861276683863
3,2,4,0.30518612773242276
3,2,5,0.3051861275912044
3,2,6,0.3051861273826649
3,2,7,0.3051861244782389
3,2,8,0.3051861247097026
3,2,9,0.305186124258498
3,2,10,0.3051861244934157
3,3,1,0.3051861274208199
3,3,2,0.30518612757693364
3,3,3,0.30518612780911064
3,3,4,0.3051861273193481
3,3,5,0.3051861274387326
3,3,6,0.3051861275515953
3,3,7,0.3051861273393825
3,3,8,0.30518612697690406
3,3,9,0.30518612749017265
3,3,10,0.30518612717322097
3,4,1,0.30518612717713
3,4,2,0.30518612748728985
3,4,3,0.3051861272202015
3,4,4,0.305186127138131
3,4,5,0.3051861267141852
3,4,6,0.30518612742883533
3,4,7,0.30518612776348447
3,4,8,0.3051861278238865
3,4,9,0.3051861271702647
3,4,10,0.3051861276772194
3,5,1,0.30518612220322855
3,5,2,0.30518612209329504
3,5,3,0.30518612773351234
3,5,4,0.3051861279013231
3,5,5,0.30518612783202653
3,5,6,0.3051861219828437
3,5,7,0.3051861275041951
3,5,8,0.30518612777010934
3,5,9,0.30518612165721853
3,5,10,0.3051861280746366
3,6,1,0.3051861279119788
3,6,2,0.30518606234538154
3,6,3,0.3051861274783413
3,6,4,0.3051861274623388
3,6,5,0.30518612484708457
3,6,6,0.3051861274683939
3,6,7,0.30518607308026857
3,6,8,0.30518612718370897
3,6,9,0.305186127675753
3,6,10,0.3051357711876189
3,7,1,0.3051861268767016
3,7,2,0.3029340156460324
3,7,3,0.3051861277607283
3,7,4,0.3051861278477597
3,7,5,0.3051861227439028
3,7,6,0.30518612709659027
3,7,7,0.30458992073325797
3,7,8,0.30518612795477784
3,7,9,0.30518612762174235
3,7,10,0.3020849685866988
3,8,1,0.3051861275373536
3,8,2,0.30388362925315393
3,8,3,0.30518612766254455
3,8,4,0.3051861279632013
3,8,5,0.3051861277715644
3,8,6,0.3051861279363968
3,8,7,0.30518610417107916
3,8,8,0.12538989327639785
3,8,9,0.30518612788395005
3,8,10,0.30518612772021997
3,9,1,0.3051861273385588
3,9,2,0.2941733286763626
3,9,3,0.30518612741886136
3,9,4,0.3051861275869232
3,9,5,0.30108209335594244
3,9,6,0.3051861262009646
3,9,7,0.30518612725494026
3,9,8,0.30518612651281324
3,9,9,0.3051861103505047
3,9,10,0.30518612701151504
3,10,1,0.3051861271448619
3,10,2,0.3051861273930044
3,10,3,0.30518612723028515
3,10,4,0.3051861270302252
3,10,5,0.3051861275397917
3,10,6,0.30518612748834134
3,10,7,0.3051861270740064
3,10,8,0.3051861229535614
3,10,9,0.3051861269437784
3,10,10,0.3051861274170631
3,11,1,0.30518612736131956
3,11,2,0.30518612726466265
3,11,3,0.30518612718146
3,11,4,0.3051861269815191
3,11,5,0.30518612707597764
3,11,6,0.30518612723172617
3,11,7,0.30518612704903525
3,11,8,0.30518612099587183
3,11,9,0.3051861274800584
3,11,10,0.30518612668651873
3,12,1,0.3051861271373388
3,12,2,0.3051861271924851
3,12,3,0.305186126793524
3,12,4,0.3051861271486241
3,12,5,0.30518612733489847
3,12,6,0.30518612719234856
3,12,7,0.3051861273715059
3,12,8,0.3051861213068182
3,12,9,0.30518612694337965
3,12,10,0.3051861272570857
3,13,1,0.3051861270729712
3,13,2,0.3051860891748729
3,13,3,0.305186127190372
3,13,4,0.30518612714183285
3,13,5,0.30518612707109505
3,13,6,0.30518612707007914
3,13,7,0.30518612723764005
3,13,8,0.3051861265084279
3,13,9,0.30518612688167374
3,13,10,0.30518612710811294
3,14,1,0.30518612704154024
3,14,2,0.3051861270882708
3,14,3,0.3051861274111342
3,14,4,0.305186126934057
3,14,5,0.3051861276133503
3,14,6,0.30518612746726986
3,14,7,0.3051861275358484
3,14,8,0.30518611850424904
3,14,9,0.30518612697297187
3,14,10,0.30518612708367865
3,15,1,0.30518612693453856
3,15,2,0.3051861274381965
3,15,3,0.30518612721201555
3,15,4,0.30518612692671004
3,15,5,0.30518612741184503
3,15,6,0.30518612740042045
3,15,7,0.3051861274890051
3,15,8,0.30518612202938505
3,15,9,0.30518612732583145
3,15,10,0.30518612744225326
3,16,1,0.3051861273753013
3,16,2,0.3051861273533625
3,16,3,0.30518610193928825
3,16,4,0.3051861016374441
3,16,5,0.30518612751567914
3,16,6,0.30518612767302755
3,16,7,0.30518612768407904
3,16,8,0.3051861277454418
3,16,9,0.3051861275688523
3,16,10,0.3051861264578251
3,17,1,0.30518612783611704
3,17,2,0.30363198485192955
3,17,3,0.3051861258447492
3,17,4,0.30518612616750906
3,17,5,0.30518612775128207
3,17,6,0.3051861277791222
3,17,7,0.3013050546403311
3,17,8,0.29545443243601605
3,17,9,0.3051861280405638
3,17,10,0.3051861281910645
3,18,1,0.3049341721991022
3,18,2,0.3051861116034828
3,18,3,0.3049123525463011
3,18,4,0.30488940654266117
3,18,5,0.30518612787178595
3,18,6,0.30518612766764025
3,18,7,0.3051861280558429
3,18,8,0.2986506115858546
3,18,9,0.30518612795586925
3,18,10,0.30500347639963304
3,19,1,0.3051861275498816
3,19,2,0.3051861272622702
3,19,3,0.12015912421176878
3,19,4,0.30518612701766956
3,19,5,0.30518612851085714
3,19,6,0.30518612844556253
3,19,7,0.3051861269687838
3,19,8,0.2995792945967198
3,19,9,0.3051861274145778
3,19,10,0.3051861273913727
3,20,1,0.3051861270424471
3,20,2,0.30518612659145883
3,20,3,0.3051861267554002
3,20,4,0.305186127294573
3,20,5,0.30518612662179245
3,20,6,0.30518612683487456
3,20,7,0.3051861266892456
3,20,8,0.30518612636388864
3,20,9,0.30518612665146555
3,20,10,0.3051861264855075
3,21,1,0.3051861283006181
3,21,2,0.29572613252030716
3,21,3,0.3051861281227933
3,21,4,0.3051861281204642
3,21,5,0.30518612619203195
3,21,6,0.2957265748689775
3,21,7,0.29573149052901776
3,21,8,0.2957087163330048
3,21,9,0.2959391299032064
3,21,10,0.30451771805466227
3,22,1,0.3051861248631018
3,22,2,0.30316441704043895
3,22,3,0.30518612762655345
3,22,4,0.30518612812314927
3,22,5,0.30518612487426466
3,22,6,0.3051861247665672
3,22,7,0.30518612806300227
3,22,8,0.2924033359447408
3,22,9,0.30518612821318875
3,22,10,0.305186124980639
3,23,1,0.3051861263099225
3,23,2,0.3051861264462216
3,23,3,0.30518612680822144
3,23,4,0.3051861279161018
3,23,5,0.3051861280669946
3,23,6,0.30518612553006863
3,23,7,0.3051861262396844
3,23,8,0.28951465783403085
3,23,9,0.3051861277004602
3,23,10,0.3051861279705548
3,24,1,0.30518612770624776
3,24,2,0.30518612729369793
3,24,3,0.3051861275301976
3,24,4,0.3051861274056613
3,24,5,0.3051861276294842
3,24,6,0.30518612773138387
3,24,7,0.3051861278559827
3,24,8,0.29038654143231696
3,24,9,0.30518612741952417
3,24,10,0.30518612662517186
4,1,1,6.285771682165772e-11
4,1,2,0.00018446509314810742
4,1,3,4.907188334642447e-11
4,1,4,4.569934990185018e-11
4,1,5,6.187356589015903e-11
4,1,6,7.279715073698177e-11
4,1,7,6.304626449718838e-11
4,1,8,0.0018713118119115587
4,1,9,4.89166391058219e-11
4,1,10,5.1832164195600064e-11
4,2,1,9.477055804683979e-11
4,2,2,6.049948101498733e-11
4,2,3,6.765382137193384e-11
4,2,4,4.543503721532467e-11
4,2,5,6.101916372391097e-11
4,2,6,6.051038246326158e-11
4,2,7,1.0583980571752936e-10
4,2,8,1.668296177725502e-10
4,2,9,1.0045578074793913e-10
4,2,10,9.066606813206587e-11
4,3,1,8.619091542858151e-11
4,3,2,6.788840601968957e-11
4,3,3,6.230122345792294e-11
4,3,4,7.051238608010737e-11
4,3,5,6.779223392219399e-11
4,3,6,5.3504000603318046e-11
4,3,7,7.386732576649389e-11
4,3,8,1.3352776605247667e-10
4,3,9,6.414108049729226e-11
4,3,10,7.358472599837288e-11
4,4,1,7.937848286782274e-11
4,4,2,7.408007938046106e-11
4,4,3,8.423165231550416e-11
4,4,4,5.586946802247432e-11
4,4,5,7.373157204774286e-11
4,4,6,7.293641153813491e-11
4,4,7,5.752497659343705e-11
4,4,8,6.765923211933722e-11
4,4,9,9.16725881386922e-11
4,4,10,6.483595108954592e-11
4,5,1,1.3152864966162287e-10
4,5,2,1.934989315775765e-10
4,5,3,5.08267852723593e-11
4,5,4,5.667838004653611e-11
4,5,5,6.31809945961293e-11
4,5,6,1.3434551591057154e-10
4,5,7,6.341628588672524e-11
4,5,8,5.727718504091136e-11
4,5,9,1.451876793862734e-10
4,5,10,6.119947206849522e-11
4,6,1,4.1853991405253204e-11
4,6,2,3.78171251606762e-9
4,6,3,6.092883936964235e-11
4,6,4,5.1619634773914137e-11
4,6,5,3.936952826777881e-11
4,6,6,4.0639489337816494e-11
4,6,7,5.661639518990951e-10
4,6,8,8.755339234184263e-11
4,6,9,4.610232568017878e-11
4,6,10,7.098483930593102e-6
4,7,1,5.400275330789735e-11
4,7,2,0.000249967194599535
4,7,3,4.7448150160082726e-11
4,7,4,4.045010796077097e-11
4,7,5,6.050913083700576e-11
4,7,6,4.5850229159605764e-11
4,7,7,7.126846304840842e-5
4,7,8,4.4322223701004045e-11
4,7,9,5.740823672199043e-11
4,7,10,0.0003391932815420799
4,8,1,4.7949524513340795e-11
4,8,2,0.00014621932589387577
4,8,3,4.515009063078928e-11
4,8,4,4.1434970218301435e-11
4,8,5,5.016746864061749e-11
4,8,6,4.6151684148670554e-11
4,8,7,4.480812311994302e-10
4,8,8,0.019514416613230286
4,8,9,4.4398935205905704e-11
4,8,10,4.3814344813249265e-11
4,9,1,6.177832717880918e-11
4,9,2,0.0011267006457735716
4,9,3,6.539564142614586e-11
4,9,4,4.858767924066852e-11
4,9,5,0.0004404614654003969
4,9,6,6.55989702105145e-11
4,9,7,6.287847698105551e-11
4,9,8,6.591486479048424e-11
4,9,9,8.609256060674303e-11
4,9,10,5.2918766778996406e-11
4,10,1,7.27420373065581e-11
4,10,2,6.786178620189653e-11
4,10,3,7.450856602019071e-11
4,10,4,6.056989475088312e-11
4,10,5,7.330278216965691e-11
4,10,6,6.078774693741052e-11
4,10,7,8.107116567110663e-11
4,10,8,6.366754988447404e-10
4,10,9,6.013436633282726e-11
4,10,10,6.702620274752964e-11
4,11,1,7.388104962975455e-11
4,11,2,8.87338444638757e-11
4,11,3,7.883197989229452e-11
4,11,4,6.858774132129458e-11
4,11,5,8.284734026144591e-11
4,11,6,7.36571646622322e-11
4,11,7,8.301064840875353e-11
4,11,8,9.719621248361418e-11
4,11,9,7.509691907220548e-11
4,11,10,7.00160246230712e-11
4,12,1,8.489165599358457e-11
4,12,2,7.225673717456322e-11
4,12,3,7.016986290972079e-11
4,12,4,9.191697264677207e-11
4,12,5,7.874093048342775e-11
4,12,6,7.955495253776348e-11
4,12,7,7.744091359015233e-11
4,12,8,8.675914861046073e-11
4,12,9,7.961868060487296e-11
4,12,10,9.025274114702688e-11
4,13,1,8.342859654011033e-11
4,13,2,9.864098853201752e-11
4,13,3,8.201282439304548e-11
4,13,4,8.364589616168981e-11
4,13,5,8.586796448599106e-11
4,13,6,7.778494300742351e-11
4,13,7,7.70362265132411e-11
4,13,8,8.493359734179063e-11
4,13,9,8.207670788381857e-11
4,13,10,8.075665337597079e-11
4,14,1,7.725967864791335e-11
4,14,2,8.545161042885366e-11
4,14,3,7.674060551443304e-11
4,14,4,8.277173251088243e-11
4,14,5,7.927431522225184e-11
4,14,6,9.332685299252895e-11
4,14,7,6.363163174659079e-11
4,14,8,1.0065735497897017e-10
4,14,9,7.69637222904213e-11
4,14,10,8.018043239499541e-11
4,15,1,8.45210902805502e-11
4,15,2,7.039482025544501e-11
4,15,3,6.803662490930164e-11
4,15,4,7.704760555484251e-11
4,15,5,5.877193849857217e-11
4,15,6,6.83995333532253e-11
4,15,7,6.693089048482249e-11
4,15,8,2.888406628004453e-10
4,15,9,8.394784425831647e-11
4,15,10,6.977075590380066e-11
4,16,1,6.643626814849264e-11
4,16,2,6.642765557268138e-11
4,16,3,5.033600858226928e-10
4,16,4,4.864430805529896e-10
4,16,5,5.63921631415441e-11
4,16,6,6.562252336368886e-11
4,16,7,6.225723146927763e-11
4,16,8,6.409916015104755e-11
4,16,9,7.647737811487594e-11
4,16,10,6.861688850374102e-11
4,17,1,5.060705436347952e-11
4,17,2,0.00017923723498193967
4,17,3,1.0295051614763371e-10
4,17,4,9.405374547993633e-11
4,17,5,3.588442782428971e-11
4,17,6,4.512082532714415e-11
4,17,7,0.00042036534832268864
4,17,8,0.0010168043987000587
4,17,9,4.169043977581939e-11
4,17,10,3.5827711989377564e-11
4,18,1,2.9775579576738384e-5
4,18,2,3.173014532569742e-10
4,18,3,3.5716947305718394e-5
4,18,4,3.53886146577711e-5
4,18,5,1.7149970477534947e-11
4,18,6,2.5037667781122646e-11
4,18,7,2.9595786969551214e-11
4,18,8,0.0007189678533189482
4,18,9,1.6335325818298765e-11
4,18,10,2.3413974784584737e-5
4,19,1,6.12568003130148e-11
4,19,2,1.2672929455198825e-10
4,19,3,0.019159310066383075
4,19,4,4.0989347105058365e-11
4,19,5,1.086729760171796e-10
4,19,6,3.659087308376036e-12
